id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_iron_herald_the_banner_falls	The Banner Falls	Capstone: the herald's authority is absolute; none in range can deny the command.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_basic_attack	Basic Attack (Curse Eater)	Free Loaded-state strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_curse_eater_absorb	Absorb	Absorb one debuff from ally; gain Loaded stack; ally is cleansed.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_loaded_strike	Loaded Strike	Strike powered by Loaded stacks; damage scales with current Loaded count.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_purge_burst	Purge Burst	Release Loaded stacks as purifying burst; cleanse multiple targets.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_corruption_pulse	Corruption Pulse	Release Corruption Points as damaging pulse; area control through accumulated corruption.	control_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_loaded_fortress	Loaded Fortress	Convert Loaded stacks into significant defensive barrier.	defense_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_the_consumed_form	The Consumed Form	Signature: embrace full corruption; Consumed subclass peak state.	power_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_absolute_purge	Absolute Purge	Capstone: absolute purification or absolute corruption; the eater completes their arc.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_shell_dancer_basic_attack	Basic Attack (Shell Dancer)	Free evasion-state strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_shell_dancer_controlled_discharge	Controlled Discharge	Convert Cascade into offensive output; damage scales with Cascade count.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_shell_dancer_shell_step_enter	Enter Shell Step	Enter Shell Step evasion state; become difficult to target.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_shell_dancer_cascade_strike	Cascade Strike	Strike that generates Cascade from damage; hit harder as you're hit harder.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_shell_dancer_evasion_cut	Evasion Cut	Strike executed from Shell Step; high damage enabled by evasion state.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_shell_dancer_cascade_burst	Cascade Burst	Release all Cascade as concentrated burst; massive damage potential.	power_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_shell_dancer_shell_step_strike	Shell Step Strike	Signature: deliver a strike from absolute Shell Step depth; near-unavoidable.	combat_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_shell_dancer_the_broken_perfection	The Broken Perfection	Capstone: the dancer becomes perfectly broken; damage and evasion fuse into one.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_basic_attack	Basic Attack (Fracture Knight)	Free between-state strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_fracture_knight_between_strike	Between Strike	Strike partially from Between; ignores some physical defenses.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_phantom_charge	Phantom Charge	Spend Phantom Charges to perform extraordinary movement.	mobility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_fracture_apply	Apply Fracture	Apply Fracture stacks to target; accumulates damage scaling.	control_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_phantom_strike	Phantom Strike	Strike using Phantom Charge power; damage scales with charge spent.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_between_burst	Between Burst	Detonate Fracture stacks for massive burst damage.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_phantom_army	Phantom Army	Signature: summon all accumulated Between phantoms as overwhelming force.	power_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_between_the_final_blow	Between: The Final Blow	Capstone: a strike from the deepest Between; the enemy cannot exist in the same space.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_1	Card 1 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_2	Card 2 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_3	Card 3 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_4	Card 4 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_5	Card 5 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_6	Card 6 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_7	Card 7 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_8	Card 8 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_9	Card 9 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_10	Card 10 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_11	Card 11 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_12	Card 12 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_13	Card 13 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_card_14	Card 14 (Unnamed)	Player-defined card unlocked by personal condition. Mechanics defined at unlock.	unnamed_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_basic_attack	Unmarked Strike	Free once-per-turn basic attack scaling with Active Stat. Deals 4 + Active Stat damage. Before any cards are named, this is all The Unnamed can reliably do.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_unnamed_card_15	Card 15 - Capstone (Unnamed)	Player-written capstone card defined entirely at Level 20.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_ash_walker	Ash Walker	Years breathing cinder taught your lungs to laugh at it. Ignore difficult terrain from ash, smoke, or rubble; gain a FRAME save against airborne debuffs.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_scavengers_eye	Scavenger's Eye	A glance at a downed foe tells you which plate pops loose first. After any enemy falls, mark one piece of their gear as salvageable on an EDGE check.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_skirmish_specialist_kicked_dust	Kicked Dust	Boot-heel grinds a plume of ashlands grit into an enemy's faceplate. EDGE strike; the target loses sightlines until their next turn.	subclass_skirmish_specialist	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_skirmish_specialist_ghost_trail	Ghost Trail	Move up to 30 feet without leaving tracks or triggering opportunity attacks. One enemy who prepared an attack against you this round loses the readied action.	subclass_skirmish_specialist	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_skirmish_specialist_hook_and_run	Hook and Run	Snag an enemy's belt, armor lip, or weapon strap as you pass. Shift them one step as you continue your move; they spend AP to chase or let it go.	subclass_skirmish_specialist	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_skirmish_specialist_wind_between_blades	Wind Between Blades	Thread the gap two enemies leave between them. Move through a contested space without provoking reactions and make a free Basic Attack against one on exit.	subclass_skirmish_specialist	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_formation_anchor_planted_boots	Planted Boots	Drive your heels into the ash and refuse to move. Until your next turn, forced movement against you fails and allies behind you gain cover.	subclass_formation_anchor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_formation_anchor_shoulder_the_line	Shoulder the Line	Step into the space an ally is about to vacate. Swap positions with an adjacent ally and intercept the next attack aimed at them this round; damage to you is reduced by your FRAME modifier.	subclass_formation_anchor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_formation_anchor_hold_the_gap	Hold the Gap	Stand in a chokepoint and dare them through. Any enemy that enters your zone this round suffers a FRAME-contested stagger.	subclass_formation_anchor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_formation_anchor_rearguard_shout	Rearguard Shout	A bark in the old ashlands cadence. Allies within earshot clear one fear or rout effect and gain a reaction this round.	subclass_formation_anchor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_salvage_innovator_field_rig	Field Rig	Kneel over debris and lash it into something that works. Spend a turn crafting a single-use tool (shield, grapnel, smoke cannister) from a nearby wreck.	subclass_salvage_innovator	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_salvage_innovator_shared_scrap	Shared Scrap	Toss a jerry-rigged charge to an ally mid-fight. Pass one salvage token or improvised item to any ally in line of sight.	subclass_salvage_innovator	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_salvage_innovator_pry_the_plate	Pry the Plate	Wrench armor off a stunned or downed foe and strap it on the nearest ally. Target ally gains temporary armor until next round.	subclass_salvage_innovator	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_salvage_innovator_ghost_circuit	Ghost Circuit	You remember where their power lines run. Target one mechanized enemy; their next augmentation or device-based action misfires.	subclass_salvage_innovator	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_cinder_dance	Cinder Dance	Your feet find the fight's rhythm; dust rises with you. For the round, every attack you land grants a free 1-square reposition.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_junkyard_arsenal	Junkyard Arsenal	You kicked through three wrecks on the way in. Draw two improvised items from ambient salvage and arm yourself or an adjacent ally.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_low_caste_high_ground	Low-Caste, High Ground	Choose the terrain they underestimated. Reshape one zone into advantageous ashlands terrain; allies gain cover, enemies lose reactions while inside.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_subclass_power_skirmish_specialist_seven_steps_no_scar	Seven Steps, No Scar	Seven strikes across seven footprints, none of them holding still. Make up to three Basic Attacks against different targets, moving 10 feet between each; enemies cannot make opportunity attacks against you this turn. Once per long rest.	subclass_power_skirmish_specialist	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_subclass_power_skirmish_specialist_already_gone	Already Gone	When targeted by any attack, declare you were already leaving. Cancel the attack, move up to your full speed, and leave a dust cloud in your origin space (heavy obscurement, 10-foot radius, until end of round). Once per short rest.	subclass_power_skirmish_specialist	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_subclass_power_formation_anchor_the_wall_is_us	The Wall Is Us	Lock shields and memory with every ally in sight. Until the start of your next turn, damage dealt to any anchored ally within 30 feet is split evenly across all anchored members (up to 4 allies + you). Once per long rest.	subclass_power_formation_anchor	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
